,country,cluster_id,competitor_entry_date
1623,country_35,ID_1203,2008-02-01
1624,country_41,ID_3249,2019-06-01
1625,country_35,ID_1195,2023-02-01
1626,country_16,ID_1458,2015-03-01
1627,country_38,ID_3072,2024-08-01
1628,country_16,ID_1463,2021-09-01
1629,country_42,ID_3154,2011-06-01
1630,country_22,ID_1920,2013-08-01
1631,country_42,ID_3145,2007-01-01
1632,country_20,ID_1709,2004-03-01
1634,country_21,ID_1878,2019-04-01
1635,country_4,ID_316,1993-10-01
1636,country_37,ID_593,2022-02-01
1638,country_16,ID_1503,2025-05-01
1639,country_4,ID_364,2021-10-01
1640,country_22,ID_1941,2020-02-01
1641,country_29,ID_2435,2021-10-01
1643,country_20,ID_1706,2009-03-01
1644,country_41,ID_3251,2021-11-01
1645,country_32,ID_2758,2016-01-01
1648,country_14,ID_1366,2009-08-01
1649,country_32,ID_2781,2000-02-01
1650,country_36,ID_2711,2019-04-01
1651,country_42,ID_3158,2007-04-01
1652,country_5,ID_449,2019-06-01
1653,country_4,ID_298,2000-02-01
1654,country_21,ID_1860,2021-03-01
1655,country_38,ID_3073,2011-01-01
1656,country_20,ID_1736,2021-04-01
1658,country_38,ID_3109,2012-01-01
1659,country_4,ID_342,2020-03-01
1660,country_18,ID_1659,2004-11-01
1661,country_38,ID_3060,2018-11-01
1662,country_20,ID_1709,2013-05-01
1663,country_20,ID_1708,2011-11-01
1665,country_24,ID_2082,2019-01-01
1666,country_6,ID_498,2001-02-01
1667,country_10,ID_865,2017-05-01
1668,country_41,ID_3244,2004-11-01
1669,country_42,ID_3161,2017-09-01
1671,country_35,ID_1188,2009-07-01
1672,country_38,ID_3050,2012-09-01
1674,country_18,ID_1635,2017-06-01
1675,country_33,ID_2833,2022-12-01
1676,country_1,ID_211,2020-05-01
1677,country_1,ID_203,2023-11-01
1679,country_41,ID_3249,2008-03-01
1680,country_22,ID_1940,2013-02-01
1682,country_31,ID_2604,2023-12-01
1683,country_41,ID_3221,2011-07-01
1684,country_38,ID_3056,2018-06-01
1685,country_22,ID_1934,2012-02-01
1686,country_42,ID_3156,2022-09-01
1687,country_16,ID_1456,2010-12-01
1688,country_42,ID_3156,2022-03-01
1689,country_34,ID_3339,2018-10-01
1690,country_6,ID_537,2013-10-01
1691,country_35,ID_1194,2010-09-01
1692,country_14,ID_1405,2018-06-01
1693,country_35,ID_1178,2024-02-01
1694,country_1,ID_234,2014-02-01
1695,country_15,ID_953,2023-05-01
1697,country_6,ID_490,1995-02-01
1698,country_18,ID_1661,2020-08-01
1699,country_22,ID_1928,2011-05-01
1702,country_10,ID_846,2001-09-01
1703,country_18,ID_1618,2010-07-01
1704,country_20,ID_1723,2021-09-01
1705,country_4,ID_316,2007-09-01
1706,country_42,ID_3202,2019-05-01
1707,country_35,ID_1176,2016-06-01
1708,country_31,ID_2604,2021-12-01
1709,country_1,ID_231,2011-04-01
1710,country_21,ID_1835,2023-07-01
1711,country_33,ID_2843,2022-06-01
1712,country_21,ID_1837,2018-05-01
1713,country_16,ID_1471,2022-09-01
1714,country_21,ID_1829,2019-12-01
1716,country_36,ID_2682,2018-11-01
1717,country_14,ID_1389,2021-12-01
1718,country_15,ID_920,2014-05-01
1719,country_13,ID_1308,2022-11-01
1720,country_41,ID_3231,2008-02-01
1721,country_16,ID_1478,2025-02-01
1722,country_4,ID_316,2013-09-01
1723,country_22,ID_1935,2020-02-01
1724,country_38,ID_3081,2015-03-01
1725,country_35,ID_1156,1999-01-01
1726,country_4,ID_329,2021-09-01
1727,country_15,ID_946,1991-01-01
1729,country_1,ID_211,2014-11-01
1730,country_5,ID_446,2016-01-01
1731,country_15,ID_939,2002-01-01
1732,country_22,ID_1959,2009-06-01
1733,country_14,ID_1374,2014-03-01
1734,country_41,ID_3249,2017-07-01
1735,country_37,ID_587,2022-10-01
1736,country_35,ID_1179,2004-09-01
1737,country_42,ID_3165,2002-10-01
1739,country_20,ID_1703,2014-05-01
1740,country_35,ID_1183,1997-11-01
1741,country_11,ID_1041,2021-12-01
1745,country_22,ID_1932,2012-12-01
1746,country_15,ID_944,2016-10-01
1747,country_15,ID_944,2008-04-01
1748,country_4,ID_364,2018-05-01
1749,country_36,ID_2682,2002-06-01
1750,country_14,ID_1375,2006-08-01
1751,country_4,ID_316,2016-08-01
1752,country_24,ID_2105,2024-01-01
1755,country_32,ID_2787,2013-04-01
1756,country_31,ID_2613,2016-06-01
1757,country_1,ID_209,2014-12-01
1759,country_6,ID_489,2007-06-01
1761,country_41,ID_3245,2010-01-01
1762,country_36,ID_2676,2018-05-01
1763,country_30,ID_2516,2023-10-01
1764,country_4,ID_316,2008-11-01
1766,country_21,ID_1841,2023-01-01
1767,country_42,ID_3167,2001-01-01
1768,country_16,ID_1469,2025-05-01
1769,country_41,ID_3282,2006-10-01
1770,country_13,ID_1287,2019-11-01
1771,country_40,ID_3007,2021-04-01
1772,country_25,ID_2229,2021-01-01
1773,country_18,ID_1621,2008-03-01
1775,country_20,ID_1704,2001-02-01
1776,country_25,ID_2236,2018-10-01
1777,country_22,ID_1958,2017-02-01
1778,country_4,ID_316,2016-08-01
1779,country_15,ID_956,2015-11-01
1780,country_22,ID_1939,2018-06-01
1781,country_0,ID_28,2013-06-01
1782,country_42,ID_3202,2016-11-01
1783,country_36,ID_2711,2018-09-01
1784,country_30,ID_2511,2024-01-01
1785,country_14,ID_1385,2018-01-01
1787,country_15,ID_950,2021-03-01
1788,country_41,ID_3258,2013-01-01
1789,country_41,ID_3282,2003-11-01
1790,country_30,ID_2516,2003-10-01
1791,country_11,ID_1041,2022-05-01
1793,country_21,ID_1833,2007-05-01
1794,country_9,ID_817,2010-08-01
1796,country_35,ID_1164,2015-02-01
1797,country_42,ID_3167,2013-12-01
1798,country_42,ID_3160,2010-08-01
1800,country_38,ID_3076,2021-01-01
1801,country_4,ID_328,2021-11-01
1802,country_13,ID_1323,2008-04-01
1803,country_22,ID_1930,2013-09-01
1804,country_13,ID_1323,2019-11-01
1805,country_6,ID_473,2013-06-01
1806,country_6,ID_496,2016-09-01
1807,country_4,ID_329,2013-12-01
1808,country_15,ID_913,1995-03-01
1809,country_38,ID_3050,2015-02-01
1810,country_0,ID_25,2021-03-01
1811,country_6,ID_514,2020-11-01
1812,country_4,ID_320,2010-09-01
1813,country_14,ID_1405,2012-04-01
1815,country_35,ID_1183,1998-11-01
1816,country_41,ID_3220,1997-05-01
1818,country_32,ID_2757,2009-05-01
1820,country_6,ID_488,2024-06-01
1822,country_32,ID_2754,2017-01-01
1823,country_21,ID_1842,2013-01-01
1825,country_20,ID_1709,2005-06-01
1827,country_16,ID_1491,2024-04-01
1828,country_22,ID_1920,2013-08-01
1829,country_35,ID_1178,2024-02-01
1830,country_35,ID_1182,2015-02-01
1831,country_38,ID_3111,1999-10-01
1832,country_13,ID_1323,2020-12-01
1833,country_4,ID_337,2019-02-01
1834,country_20,ID_1734,2014-10-01
1835,country_22,ID_1923,2011-12-01
1836,country_42,ID_3154,2006-08-01
1839,country_14,ID_1374,2014-06-01
1840,country_4,ID_321,2002-12-01
1841,country_16,ID_1463,2021-10-01
1842,country_5,ID_449,2021-05-01
1844,country_15,ID_939,2014-06-01
1846,country_35,ID_1169,2024-02-01
1847,country_35,ID_1238,2022-10-01
1849,country_41,ID_3250,2001-12-01
1851,country_7,ID_696,2021-05-01
1853,country_22,ID_1940,2001-08-01
1854,country_15,ID_914,2003-05-01
1855,country_16,ID_1459,2016-06-01
1856,country_20,ID_1704,2016-09-01
1857,country_10,ID_865,2020-05-01
1858,country_35,ID_1179,2023-10-01
1860,country_4,ID_309,2019-12-01
1861,country_22,ID_1919,2010-06-01
1862,country_21,ID_1841,2006-04-01
1863,country_0,ID_44,2016-01-01
1864,country_37,ID_627,2022-08-01
1865,country_15,ID_944,2008-03-01
1866,country_15,ID_944,2021-05-01
1867,country_10,ID_870,2022-09-01
1869,country_36,ID_2682,2015-04-01
1870,country_36,ID_2682,2014-04-01
1872,country_1,ID_234,2021-11-01
1873,country_40,ID_3011,2017-03-01
1874,country_38,ID_3060,2008-08-01
1875,country_5,ID_445,2019-12-01
1876,country_36,ID_2676,2021-06-01
1877,country_37,ID_628,2021-04-01
1879,country_36,ID_2685,2023-01-01
1880,country_34,ID_3340,2012-01-01
1881,country_10,ID_851,2018-06-01
1884,country_22,ID_1944,2021-05-01
1885,country_21,ID_1848,2023-09-01
1886,country_41,ID_3221,2014-04-01
1887,country_16,ID_1491,2023-01-01
1888,country_4,ID_365,2020-07-01
1889,country_4,ID_337,2018-02-01
1890,country_40,ID_3009,2023-08-01
1891,country_4,ID_328,2001-12-01
1892,country_42,ID_3161,2008-05-01
1893,country_21,ID_1854,2022-12-01
1894,country_18,ID_1624,2023-03-01
1895,country_41,ID_3282,2018-01-01
1896,country_5,ID_449,2023-11-01
1897,country_4,ID_342,2018-02-01
1898,country_16,ID_1469,2024-02-01
1899,country_18,ID_1631,2022-02-01
1900,country_20,ID_1706,2005-06-01
1901,country_0,ID_44,2011-08-01
1902,country_4,ID_333,2010-04-01
1903,country_36,ID_2676,2015-09-01
1904,country_35,ID_1183,2015-04-01
1905,country_41,ID_3249,2022-05-01
1906,country_35,ID_1188,2016-12-01
1907,country_1,ID_203,2014-06-01
1908,country_20,ID_1700,2009-04-01
1909,country_10,ID_888,2012-09-01
1910,country_15,ID_989,2024-10-01
1911,country_6,ID_510,2014-08-01
1912,country_35,ID_1176,2012-10-01
1914,country_18,ID_1647,2008-11-01
1915,country_41,ID_3231,2013-02-01
1916,country_0,ID_42,2012-03-01
1917,country_21,ID_1855,2012-06-01
1918,country_15,ID_937,1996-07-01
1919,country_35,ID_1175,2011-02-01
1920,country_41,ID_3220,2015-02-01
1921,country_42,ID_3169,2022-08-01
1922,country_1,ID_204,2023-04-01
1923,country_30,ID_2516,2021-11-01
1925,country_20,ID_1706,1999-06-01
1926,country_35,ID_1207,2022-12-01
1927,country_35,ID_1158,2005-05-01
1928,country_32,ID_2788,1989-11-01
1929,country_35,ID_1237,2021-04-01
1931,country_33,ID_2821,2021-05-01
1932,country_1,ID_198,2003-07-01
1933,country_7,ID_696,2020-11-01
1934,country_38,ID_3109,2016-02-01
1936,country_14,ID_1405,2017-06-01
1937,country_21,ID_1833,2011-12-01
1938,country_18,ID_1661,2004-10-01
1939,country_35,ID_1180,2015-06-01
1941,country_18,ID_1629,2004-06-01
1942,country_0,ID_66,2013-05-01
1943,country_6,ID_509,2020-09-01
1944,country_22,ID_1944,2022-08-01
1945,country_42,ID_3161,1998-12-01
1946,country_41,ID_3249,2014-05-01
1947,country_34,ID_3327,2023-11-01
1948,country_32,ID_2793,2021-08-01
1951,country_42,ID_3179,2002-02-01
1953,country_22,ID_1927,2020-05-01
1954,country_38,ID_3081,2016-07-01
1955,country_4,ID_323,2019-08-01
1956,country_22,ID_1955,2023-07-01
1957,country_15,ID_989,2020-04-01
1958,country_21,ID_1826,2001-10-01
1959,country_16,ID_1458,2014-02-01
1960,country_35,ID_1236,1999-04-01
1961,country_41,ID_3253,2021-11-01
1963,country_6,ID_477,2013-02-01
1964,country_4,ID_329,2015-05-01
1966,country_20,ID_1710,2016-08-01
1968,country_13,ID_1287,2019-03-01
1969,country_22,ID_1922,2020-09-01
1970,country_14,ID_1387,2019-05-01
1971,country_2,ID_130,2015-11-01
1972,country_32,ID_2734,2002-03-01
1973,country_37,ID_628,2019-12-01
1974,country_42,ID_3161,2015-01-01
1976,country_15,ID_950,2016-12-01
1977,country_4,ID_333,2016-12-01
1981,country_4,ID_365,2002-04-01
1982,country_34,ID_3333,2022-03-01
1983,country_30,ID_2516,2000-04-01
1984,country_38,ID_3059,2015-10-01
1985,country_21,ID_1854,2023-12-01
1987,country_10,ID_875,2020-07-01
1988,country_24,ID_2089,2017-11-01
1990,country_35,ID_1183,2015-02-01
1991,country_14,ID_1369,2009-06-01
1993,country_4,ID_321,2002-10-01
1994,country_32,ID_2790,2003-05-01
1995,country_29,ID_2459,2021-11-01
1996,country_1,ID_236,2009-03-01
1997,country_37,ID_606,2022-06-01
1998,country_4,ID_328,2017-11-01
1999,country_42,ID_3182,2021-04-01
2000,country_18,ID_1661,2010-03-01
2001,country_42,ID_3178,2016-11-01
2003,country_20,ID_1700,2022-06-01
2004,country_34,ID_3361,2021-08-01
2005,country_21,ID_1873,2022-12-01
2006,country_22,ID_1941,2012-12-01
2007,country_21,ID_1829,2014-12-01
2008,country_38,ID_3074,2002-12-01
2009,country_15,ID_955,2017-02-01
2011,country_37,ID_574,2006-02-01
2012,country_38,ID_3115,2022-03-01
2014,country_14,ID_1362,2015-03-01
2015,country_13,ID_1323,2022-01-01
2017,country_6,ID_509,2017-09-01
2018,country_2,ID_109,2014-01-01
2021,country_35,ID_1226,2019-11-01
2022,country_35,ID_1200,2021-11-01
2023,country_42,ID_3202,2016-01-01
2024,country_29,ID_2430,2017-02-01
2025,country_31,ID_2602,2013-01-01
2026,country_35,ID_1188,2019-05-01
2027,country_40,ID_3013,2021-10-01
2028,country_15,ID_914,2019-08-01
2029,country_4,ID_316,2021-10-01
2030,country_14,ID_1389,2016-04-01
2032,country_6,ID_501,2021-05-01
2033,country_21,ID_1834,2015-08-01
2034,country_35,ID_1190,1996-03-01
2035,country_22,ID_1950,2014-10-01
2036,country_6,ID_490,1998-01-01
2037,country_15,ID_944,2017-05-01
2038,country_22,ID_1962,2023-11-01
2041,country_16,ID_1476,2022-12-01
2043,country_1,ID_234,2017-11-01
2046,country_42,ID_3171,2022-03-01
2047,country_21,ID_1843,2000-06-01
2048,country_21,ID_1842,2016-06-01
2050,country_22,ID_1917,2007-05-01
2051,country_20,ID_1709,2001-03-01
2052,country_24,ID_2105,2017-02-01
2053,country_21,ID_1828,1995-10-01
2055,country_6,ID_492,2013-09-01
2056,country_15,ID_987,2000-11-01
2057,country_21,ID_1834,2016-06-01
2058,country_4,ID_298,2003-03-01
2059,country_22,ID_1959,2022-03-01
2060,country_13,ID_1323,2020-07-01
2061,country_4,ID_323,2015-12-01
2063,country_16,ID_1471,2024-01-01
2064,country_21,ID_1878,2008-04-01
2065,country_38,ID_3067,2005-05-01
2066,country_4,ID_362,2013-12-01
2067,country_6,ID_508,2017-11-01
2068,country_38,ID_3053,2001-11-01
2069,country_4,ID_323,2015-03-01
2070,country_21,ID_1811,2018-06-01
2071,country_15,ID_939,1999-06-01
2072,country_14,ID_1350,2014-09-01
2073,country_38,ID_3053,2000-03-01
2074,country_6,ID_489,2014-01-01
2075,country_6,ID_537,2021-10-01
2076,country_15,ID_957,2016-01-01
2077,country_18,ID_1659,2018-02-01
2078,country_22,ID_1959,2016-07-01
2079,country_42,ID_3149,2021-06-01
2080,country_22,ID_1961,2023-05-01
2082,country_22,ID_1925,2018-01-01
2083,country_13,ID_1293,2021-11-01
2084,country_42,ID_3160,2016-12-01
2085,country_16,ID_1467,2017-08-01
2086,country_20,ID_1731,2002-09-01
2087,country_24,ID_2086,2011-10-01
2088,country_32,ID_2777,1988-04-01
2089,country_16,ID_1463,2017-09-01
2090,country_40,ID_3005,2023-06-01
2091,country_38,ID_3081,2020-08-01
2092,country_20,ID_1710,2004-07-01
2093,country_32,ID_2732,1999-04-01
2095,country_6,ID_497,2003-01-01
2096,country_41,ID_3282,2009-07-01
2098,country_36,ID_2697,2020-09-01
2099,country_32,ID_2790,2015-11-01
2100,country_1,ID_203,2022-06-01
2102,country_15,ID_939,2018-07-01
2103,country_41,ID_3221,2015-01-01
2104,country_22,ID_1939,2015-06-01
2105,country_15,ID_932,2014-05-01
2106,country_4,ID_346,2011-01-01
2107,country_21,ID_1855,2024-09-01
2108,country_15,ID_937,2013-12-01
2109,country_24,ID_2067,2020-03-01
2110,country_38,ID_3069,2009-01-01
2112,country_34,ID_3344,2012-05-01
2113,country_24,ID_2082,2019-05-01
2114,country_32,ID_2787,2010-12-01
2115,country_38,ID_3072,2007-12-01
2116,country_20,ID_1734,2019-07-01
2118,country_34,ID_3327,2011-12-01
2119,country_21,ID_1843,2018-01-01
2120,country_38,ID_3113,2019-01-01
2121,country_7,ID_663,2007-02-01
2123,country_2,ID_137,2019-05-01
2124,country_32,ID_2752,2014-05-01
2125,country_38,ID_3113,2022-02-01
2126,country_2,ID_95,2008-03-01
2127,country_16,ID_1492,2023-05-01
2128,country_42,ID_3171,2023-02-01
2129,country_22,ID_1928,2011-02-01
2131,country_35,ID_1182,1997-02-01
2132,country_35,ID_1225,2022-11-01
2134,country_4,ID_333,2016-11-01
2135,country_18,ID_1621,2015-01-01
2136,country_32,ID_2790,2009-10-01
2138,country_16,ID_1503,2024-11-01
2140,country_4,ID_362,2013-08-01
2141,country_21,ID_1833,2020-02-01
2142,country_10,ID_849,2023-03-01
2143,country_15,ID_946,2001-03-01
2145,country_21,ID_1873,2014-08-01
2146,country_0,ID_28,2019-10-01
2147,country_4,ID_318,2021-12-01
2148,country_22,ID_1927,2008-09-01
2149,country_1,ID_215,2011-09-01
2150,country_22,ID_1928,2011-10-01
2151,country_6,ID_497,2013-04-01
2153,country_42,ID_3140,1999-02-01
2154,country_16,ID_1459,2018-10-01
2155,country_15,ID_977,2023-02-01
2157,country_38,ID_3073,2016-06-01
2158,country_22,ID_1959,2021-02-01
2159,country_42,ID_3165,2008-06-01
2160,country_35,ID_1179,2012-12-01
2161,country_16,ID_1459,2015-08-01
2162,country_35,ID_1174,1995-12-01
2163,country_38,ID_3060,2021-08-01
2164,country_21,ID_1837,2017-05-01
2165,country_4,ID_338,2009-05-01
2167,country_22,ID_1937,2018-08-01
2168,country_24,ID_2089,2015-10-01
2169,country_38,ID_3072,2009-08-01
2170,country_41,ID_3228,2013-12-01
2172,country_1,ID_234,2022-10-01
2174,country_42,ID_3178,2024-05-01
2175,country_35,ID_1176,2010-12-01
2176,country_24,ID_2081,2021-10-01
2177,country_14,ID_1368,2016-07-01
2178,country_31,ID_2611,2010-11-01
2179,country_22,ID_1937,2022-12-01
2180,country_31,ID_2628,2017-08-01
2181,country_21,ID_1848,2016-09-01
2182,country_15,ID_946,2013-12-01
2184,country_42,ID_3201,2022-07-01
2186,country_21,ID_1848,2018-07-01
2188,country_38,ID_3056,2002-01-01
2189,country_32,ID_2793,2018-04-01
2190,country_14,ID_1377,2012-10-01
2191,country_35,ID_1195,2022-05-01
2192,country_35,ID_1156,2018-11-01
2194,country_35,ID_1176,2012-09-01
2195,country_22,ID_1923,2008-04-01
2197,country_32,ID_2758,2016-03-01
2199,country_35,ID_1190,2013-11-01
2200,country_6,ID_492,2015-01-01
2201,country_15,ID_956,2023-12-01
2202,country_15,ID_961,2020-05-01
2203,country_22,ID_1959,2018-07-01
2204,country_22,ID_1927,2021-07-01
2205,country_35,ID_1188,2004-04-01
2206,country_1,ID_195,2021-04-01
2207,country_21,ID_1834,2004-09-01
2208,country_16,ID_1447,2022-11-01
2209,country_22,ID_1912,2014-11-01
2210,country_13,ID_1293,2016-05-01
2211,country_7,ID_659,2010-05-01
2212,country_13,ID_1308,2021-02-01
2214,country_21,ID_1834,2015-10-01
2215,country_2,ID_117,2025-02-01
2216,country_18,ID_1614,2000-08-01
2217,country_5,ID_446,2015-01-01
2219,country_14,ID_1388,2013-05-01
2220,country_14,ID_1405,2006-04-01
2221,country_25,ID_2231,2021-06-01
2223,country_14,ID_1375,1990-10-01
2227,country_38,ID_3069,2020-01-01
2228,country_35,ID_1226,2002-07-01
2229,country_7,ID_678,2016-08-01
2230,country_14,ID_1405,2014-09-01
2231,country_22,ID_1941,2010-06-01
2232,country_22,ID_1917,2012-11-01
2233,country_21,ID_1842,2014-07-01
2235,country_36,ID_2676,2015-02-01
2236,country_32,ID_2744,2013-12-01
2238,country_35,ID_1226,2018-01-01
2239,country_5,ID_446,2013-11-01
2240,country_38,ID_3108,2018-11-01
2242,country_21,ID_1855,2015-02-01
2243,country_35,ID_1180,2009-05-01
2244,country_36,ID_2682,2017-11-01
2245,country_20,ID_1704,2021-07-01
2246,country_21,ID_1843,2007-02-01
2247,country_35,ID_1180,2020-09-01
2248,country_42,ID_3166,1991-05-01
2249,country_16,ID_1453,2021-03-01
2251,country_22,ID_1927,2006-08-01
2252,country_6,ID_492,2008-06-01
2253,country_16,ID_1491,2025-06-01
2254,country_16,ID_1494,2015-02-01
2255,country_6,ID_506,2023-10-01
2256,country_6,ID_538,2023-04-01
2257,country_21,ID_1873,2023-03-01
2258,country_15,ID_913,2018-08-01
2259,country_2,ID_102,2005-04-01
2261,country_6,ID_496,2006-05-01
2262,country_38,ID_3073,2019-03-01
2263,country_21,ID_1846,2003-12-01
2264,country_35,ID_1176,2015-07-01
2265,country_4,ID_321,2016-09-01
2266,country_41,ID_3253,2022-05-01
2268,country_20,ID_1710,2001-06-01
2269,country_42,ID_3161,2014-09-01
2270,country_38,ID_3073,2017-01-01
2271,country_35,ID_1201,2016-01-01
2273,country_29,ID_2455,2020-03-01
2274,country_37,ID_587,2019-12-01
2275,country_42,ID_3166,1996-02-01
2276,country_42,ID_3157,2006-12-01
2278,country_21,ID_1878,2019-06-01
2280,country_32,ID_2752,2014-02-01
2282,country_37,ID_628,2017-08-01
2283,country_16,ID_1494,2022-06-01
2284,country_38,ID_3113,2020-06-01
2285,country_32,ID_2744,1998-06-01
2287,country_6,ID_492,2020-11-01
2289,country_15,ID_935,2007-02-01
2290,country_32,ID_2752,2013-02-01
2291,country_14,ID_1367,2013-05-01
2294,country_42,ID_3179,2012-11-01
2296,country_22,ID_1921,2020-06-01
2297,country_4,ID_320,2016-10-01
2298,country_35,ID_1205,2009-09-01
2299,country_4,ID_328,2002-12-01
2301,country_4,ID_328,2015-09-01
2303,country_41,ID_3239,2019-11-01
2304,country_33,ID_2848,2022-11-01
2305,country_30,ID_2520,2023-10-01
2307,country_21,ID_1843,2004-07-01
2309,country_22,ID_1961,2012-03-01
2311,country_37,ID_579,2014-02-01
2312,country_22,ID_1928,1999-10-01
2314,country_29,ID_2424,2018-08-01
2315,country_22,ID_1939,2024-03-01
2317,country_42,ID_3161,2013-08-01
2319,country_38,ID_3053,2001-11-01
2320,country_15,ID_948,2019-11-01
2321,country_21,ID_1884,2024-10-01
2322,country_18,ID_1661,2017-12-01
2323,country_21,ID_1841,2018-06-01
2324,country_31,ID_2598,2017-09-01
2325,country_38,ID_3100,1993-02-01
2326,country_1,ID_198,2018-11-01
2327,country_21,ID_1878,2014-12-01
2328,country_22,ID_1951,2020-10-01
2330,country_35,ID_1190,2000-12-01
2331,country_18,ID_1630,2017-09-01
2332,country_13,ID_1293,2019-02-01
2333,country_20,ID_1694,2011-01-01
2334,country_22,ID_1939,2023-01-01
2335,country_15,ID_951,2021-08-01
2337,country_15,ID_979,2002-11-01
2338,country_21,ID_1836,2006-09-01
2340,country_20,ID_1699,2010-03-01
2343,country_42,ID_3139,1998-04-01
2345,country_41,ID_3259,2007-05-01
2346,country_42,ID_3165,2022-12-01
2348,country_21,ID_1856,2015-05-01
2350,country_35,ID_1172,2001-07-01
2351,country_35,ID_1188,2017-10-01
2352,country_0,ID_28,2018-12-01
2353,country_24,ID_2109,2018-11-01
2354,country_22,ID_1920,2012-04-01
2355,country_4,ID_364,2019-03-01
2358,country_14,ID_1374,2007-02-01
2361,country_0,ID_42,2017-05-01
2362,country_32,ID_2761,2022-03-01
2364,country_34,ID_3363,2013-08-01
2366,country_4,ID_328,2015-01-01
2367,country_33,ID_2858,2021-04-01
2368,country_38,ID_3060,2015-10-01
2371,country_36,ID_2676,2021-03-01
2372,country_21,ID_1833,2009-10-01
2373,country_35,ID_1180,2013-01-01
2374,country_4,ID_316,2015-11-01
2376,country_37,ID_625,1963-05-01
2377,country_4,ID_333,2020-02-01
2379,country_20,ID_1709,2003-02-01
2380,country_14,ID_1407,2020-01-01
2381,country_42,ID_3172,2022-05-01
2382,country_14,ID_1367,1995-12-01
2383,country_14,ID_1375,2012-05-01
2386,country_4,ID_365,2018-03-01
2387,country_15,ID_956,2017-03-01
2388,country_20,ID_1731,2006-03-01
2389,country_16,ID_1453,2023-12-01
2391,country_20,ID_1710,2012-09-01
2392,country_22,ID_1939,2016-02-01
2393,country_4,ID_362,2018-09-01
2394,country_21,ID_1836,2006-11-01
2395,country_29,ID_2459,2020-11-01
2396,country_42,ID_3138,2000-06-01
2397,country_21,ID_1848,2019-07-01
2399,country_16,ID_1459,2019-06-01
2401,country_21,ID_1842,2004-06-01
2403,country_15,ID_950,2002-08-01
2405,country_35,ID_1179,2017-12-01
2406,country_22,ID_1941,2022-05-01
2407,country_16,ID_1467,2022-06-01
2409,country_16,ID_1457,2021-01-01
2410,country_14,ID_1370,2011-01-01
2411,country_35,ID_1188,2019-09-01
2412,country_21,ID_1848,2017-08-01
2413,country_14,ID_1374,2014-02-01
2415,country_20,ID_1734,2009-06-01
2416,country_4,ID_320,2015-05-01
2417,country_21,ID_1811,1994-09-01
2418,country_6,ID_498,2001-10-01
2420,country_9,ID_817,2019-09-01
2422,country_42,ID_3145,2007-07-01
2423,country_21,ID_1837,2018-12-01
2424,country_20,ID_1734,2018-12-01
2425,country_42,ID_3166,2014-06-01
2426,country_38,ID_3055,2006-08-01
2427,country_6,ID_496,2020-02-01
2428,country_21,ID_1858,2020-01-01
2430,country_35,ID_1183,2015-03-01
2431,country_15,ID_957,2012-05-01
2432,country_38,ID_3115,2014-10-01
2433,country_14,ID_1352,2003-12-01
2434,country_35,ID_1226,2024-06-01
2435,country_38,ID_3053,1998-08-01
2436,country_35,ID_1194,2015-10-01
2437,country_6,ID_498,1990-08-01
2438,country_15,ID_957,2024-02-01
2439,country_42,ID_3202,2015-09-01
2440,country_18,ID_1635,2003-06-01
2442,country_16,ID_1445,2008-05-01
2443,country_41,ID_3250,2022-08-01
2444,country_21,ID_1851,2024-08-01
2445,country_2,ID_137,2019-08-01
2446,country_4,ID_323,2021-06-01
2447,country_22,ID_1925,2011-11-01
2448,country_16,ID_1445,2008-06-01
2450,country_21,ID_1835,2023-07-01
2452,country_16,ID_1449,2009-08-01
2453,country_42,ID_3178,2012-09-01
2454,country_1,ID_231,2022-12-01
2455,country_4,ID_323,2007-12-01
2456,country_22,ID_1955,2023-04-01
2458,country_1,ID_203,2022-07-01
2459,country_22,ID_1944,2023-07-01
2460,country_35,ID_1238,2016-05-01
2463,country_24,ID_2088,2011-11-01
2464,country_1,ID_234,2022-11-01
2465,country_42,ID_3166,2014-11-01
2466,country_21,ID_1841,2020-03-01
2467,country_10,ID_858,2013-01-01
2469,country_35,ID_1195,2024-06-01
2470,country_21,ID_1845,2025-03-01
2471,country_29,ID_2456,2018-09-01
2472,country_35,ID_1176,2006-07-01
2473,country_10,ID_840,2006-03-01
2474,country_0,ID_66,2007-05-01
2475,country_5,ID_445,2002-02-01
2476,country_21,ID_1884,2016-01-01
2477,country_38,ID_3085,2020-07-01
2478,country_4,ID_321,2015-06-01
2479,country_1,ID_211,2016-12-01
2481,country_16,ID_1463,2022-12-01
2482,country_4,ID_320,2008-11-01
2483,country_15,ID_945,2006-11-01
2484,country_16,ID_1503,2023-10-01
2487,country_15,ID_923,2011-08-01
2489,country_18,ID_1635,2017-12-01
2490,country_37,ID_578,2023-04-01
2491,country_35,ID_1206,2022-10-01
2492,country_4,ID_323,2021-11-01
2493,country_18,ID_1631,2017-10-01
2494,country_24,ID_2066,2021-05-01
2496,country_22,ID_1927,2012-03-01
2497,country_30,ID_2513,2018-04-01
2498,country_15,ID_950,2017-10-01
2499,country_29,ID_2437,2020-08-01
2500,country_20,ID_1736,2000-03-01
2501,country_42,ID_3178,2024-04-01
2502,country_21,ID_1843,2016-07-01
2503,country_38,ID_3113,2019-02-01
2504,country_22,ID_1957,1999-12-01
2505,country_1,ID_198,2014-08-01
2506,country_15,ID_945,2017-12-01
2507,country_37,ID_599,2019-11-01
